#REFERENCE 3 0.0000000 0.0000000
108	-3.125000	12.379476	-1.008926	6.366595	
108	-2.926249	12.500000	-1.025460	6.431208	
109	-3.607481	11.875000	-0.912946	6.036897	
109	-3.125000	12.379476	-1.008926	6.366595	
110	-4.025564	11.250000	-0.767753	5.616340	
110	-3.750000	11.701623	-0.876395	5.924404	
111	-0.588795	12.500000	-1.014324	6.095945	
111	0.000000	12.106894	-1.003211	5.695626	
112	-2.500000	12.741638	-1.056551	6.567453	
112	-1.875000	12.863559	-1.058734	6.577022	
113	-1.875000	12.863559	-1.058734	6.577022	
113	-1.250000	12.786233	-1.039503	6.424931	
114	-1.250000	12.786233	-1.039503	6.424931	
114	-0.625000	12.524970	-1.015734	6.122207	
115	-0.625000	12.524970	-1.015734	6.122207	
115	-0.588795	12.500000	-1.014324	6.095945	
116	-2.926249	12.500000	-1.025460	6.431208	
116	-2.500000	12.741638	-1.056551	6.567453	
